country,city,zone,month,year,date,w_supplied,total_consumption,metered,ww_capacity,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,complaints,resolved,complaint_resolution,sewer_connections,public_toilets,workforce,f_workforce,hh_emptied,fs_treated,fs_reused,ww_collected,ww_treated,ww_reused,households
lesotho,Maseru,Rural Hinterland,10,2020,Oct 2020,265503,617341,24921,64631,150,150,117,109,113,98,266,241,28,1016,93,24,4,7169,32551,22805,67614,53718,33266,20561
lesotho,Maseru,Rural Hinterland,11,2020,Nov 2020,266145,612340,26496,29893,100,100,74,83,65,77,427,407,28,1016,92,25,8,5528,131157,72927,35741,24276,12793,20561
lesotho,Maseru,Rural Hinterland,12,2020,Dec 2020,443672,951238,21575,5301,200,100,151,94,121,77,641,620,28,1016,93,23,8,6873,85332,60158,5384,4084,2072,20561
lesotho,Maseru,Maseru Urban Council,1,2021,Jan 2021,332098,665565,70160,44597,200,150,200,123,179,112,537,471,29,2237,47,33,9,11074,32125,26097,56078,35998,20135,47565
lesotho,Maseru,Maseru Urban Council,2,2021,Feb 2021,361167,827996,51164,29672,200,150,160,131,135,122,592,581,29,2237,51,32,9,15985,72032,36355,31844,23689,17132,47565
lesotho,Maseru,Maseru Urban Council,3,2021,Mar 2021,468690,1006746,50240,74389,150,150,134,107,124,92,630,595,29,2237,52,34,9,13319,129055,83185,94744,58907,39729,47565
lesotho,Maseru,Maseru Urban Council,4,2021,Apr 2021,394003,829031,60725,51737,100,100,77,93,65,82,336,327,29,2237,49,31,10,12065,119460,91491,63876,39988,27074,47565
lesotho,Maseru,Maseru Urban Council,5,2021,May 2021,474505,1168682,56510,14307,200,200,192,198,161,163,206,178,29,2237,50,31,11,11403,96660,78788,17366,11144,7578,47565
lesotho,Maseru,Maseru Urban Council,6,2021,Jun 2021,225023,500599,61106,37406,100,150,92,137,78,114,340,337,29,2237,51,33,9,15107,131502,83773,39508,28928,23084,47565
lesotho,Maseru,Maseru Urban Council,7,2021,Jul 2021,219089,526431,65166,26598,200,150,200,136,191,134,588,506,29,2237,51,34,7,13736,36183,27670,29007,21959,15011,47565
lesotho,Maseru,Maseru Urban Council,8,2021,Aug 2021,284414,667162,54586,55390,150,150,126,120,103,105,394,341,29,2237,48,31,7,14921,60402,45789,83567,43573,31697,47565
lesotho,Maseru,Maseru Urban Council,9,2021,Sep 2021,433740,1020775,50711,20221,150,150,139,130,131,106,434,422,29,2237,50,31,8,12666,98408,70312,21858,16532,10572,47565
lesotho,Maseru,Maseru Urban Council,10,2021,Oct 2021,444889,1084523,65358,45905,100,100,76,74,62,63,426,377,29,2237,47,32,11,14446,67966,35460,46977,36487,23642,47565
lesotho,Maseru,Maseru Urban Council,11,2021,Nov 2021,303428,631501,61766,28512,150,150,106,111,102,92,372,332,29,2237,49,33,7,10675,37533,25623,36272,22033,11897,47565
lesotho,Maseru,Maseru Urban Council,12,2021,Dec 2021,114270,246510,59626,67966,150,200,112,176,94,157,300,260,29,2237,51,34,7,12258,142534,81053,78735,53367,30655,47565
lesotho,Maseru,Maseru Rural Council,1,2021,Jan 2021,311500,749913,18871,36144,150,100,119,87,97,77,537,471,29,655,19,23,12,3623,87895,49552,36557,28176,14360,13807
lesotho,Maseru,Maseru Rural Council,2,2021,Feb 2021,379500,911809,18767,37340,100,150,72,129,70,108,592,581,29,655,20,22,11,4446,78719,56812,53470,29756,19505,13807
lesotho,Maseru,Maseru Rural Council,3,2021,Mar 2021,412371,898316,15281,65902,200,200,177,155,171,138,630,595,29,655,18,24,14,4188,38716,20870,78653,52794,38423,13807
lesotho,Maseru,Maseru Rural Council,4,2021,Apr 2021,392174,924638,14445,45329,150,150,141,119,131,98,336,327,29,655,22,22,11,3981,34617,28734,68908,36949,18853,13807
lesotho,Maseru,Maseru Rural Council,5,2021,May 2021,181690,390547,19912,75116,100,150,75,117,70,94,206,178,29,655,23,23,14,3973,143592,73619,97868,60906,41600,13807
lesotho,Maseru,Maseru Rural Council,6,2021,Jun 2021,126343,264290,19948,45851,200,150,183,149,146,134,340,337,29,655,21,24,15,3097,95436,63034,54913,36408,18786,13807
lesotho,Maseru,Maseru Rural Council,7,2021,Jul 2021,166739,367442,20788,16043,100,100,93,74,81,69,588,506,29,655,21,22,13,3348,146835,95936,21548,12744,7043,13807
lesotho,Maseru,Maseru Rural Council,8,2021,Aug 2021,347255,747891,16227,29683,100,150,93,144,83,141,394,341,29,655,23,24,12,3236,21686,16716,36717,24520,16644,13807
lesotho,Maseru,Maseru Rural Council,9,2021,Sep 2021,156321,329567,20535,64289,150,100,139,84,117,81,434,422,29,655,21,23,12,3755,26484,19002,88027,51490,34229,13807
lesotho,Maseru,Maseru Rural Council,10,2021,Oct 2021,117185,249419,16145,25522,200,150,174,142,171,134,426,377,29,655,20,24,12,4717,146738,116526,36167,21200,16283,13807
lesotho,Maseru,Maseru Rural Council,11,2021,Nov 2021,275991,577766,16208,35508,150,150,132,147,129,122,372,332,29,655,23,25,14,3691,157549,122282,46042,28001,19386,13807
lesotho,Maseru,Maseru Rural Council,12,2021,Dec 2021,145048,336973,14853,4692,150,150,147,149,123,147,300,260,29,655,23,24,14,4001,152640,80935,6521,3713,2088,13807
lesotho,Maseru,Rural Hinterland,1,2021,Jan 2021,378317,763239,29639,14180,150,200,133,153,116,139,537,471,29,824,17,20,12,4788,23774,13623,17797,11624,7550,20965
lesotho,Maseru,Rural Hinterland,2,2021,Feb 2021,189760,461419,20504,63610,150,200,135,164,123,138,592,581,29,824,19,17,11,7297,88246,56989,85410,51727,28169,20965
lesotho,Maseru,Rural Hinterland,3,2021,Mar 2021,497306,1003924,26522,65516,150,100,125,85,123,84,630,595,29,824,17,20,10,6851,29273,17454,74496,51767,39710,20965
lesotho,Maseru,Rural Hinterland,4,2021,Apr 2021,425721,1047103,25619,62676,150,200,117,184,102,168,336,327,29,824,20,17,13,6372,160889,115495,84847,51835,30507,20965
lesotho,Maseru,Rural Hinterland,5,2021,May 2021,156379,328219,22823,39698,100,200,79,169,68,155,206,178,29,824,22,17,13,4559,110491,79766,55285,31671,18929,20965
lesotho,Maseru,Rural Hinterland,6,2021,Jun 2021,467163,998363,24552,57353,100,150,95,132,77,126,340,337,29,824,18,19,11,6747,71960,51348,77293,45219,34108,20965
lesotho,Maseru,Rural Hinterland,7,2021,Jul 2021,208254,438665,23309,33108,200,200,195,172,194,143,588,506,29,824,18,18,9,4672,162509,110565,47484,26547,13595,20965
lesotho,Maseru,Rural Hinterland,8,2021,Aug 2021,226000,507898,22344,61523,200,100,182,94,158,88,394,341,29,824,19,19,9,4264,158488,117928,69994,51116,34854,20965
lesotho,Maseru,Rural Hinterland,9,2021,Sep 2021,167791,363760,25366,63726,200,200,179,142,159,118,434,422,29,824,19,19,9,5616,50129,27291,77806,50864,30375,20965
lesotho,Maseru,Rural Hinterland,10,2021,Oct 2021,352914,822098,22296,8829,200,100,190,94,177,91,426,377,29,824,22,18,11,5649,108402,78656,11106,6901,5159,20965
lesotho,Maseru,Rural Hinterland,11,2021,Nov 2021,317015,708698,28494,46362,200,150,140,142,134,126,372,332,29,824,21,19,9,5894,160102,81473,52310,37537,21870,20965
lesotho,Maseru,Rural Hinterland,12,2021,Dec 2021,152125,322696,27780,4455,150,100,136,77,130,73,300,260,29,824,17,19,12,4685,59174,40871,6493,3617,2501,20965
lesotho,Maseru,Maseru Urban Council,1,2022,Jan 2022,177007,362734,68819,80237,200,200,166,188,142,167,268,242,26,2474,89,33,11,15063,61282,35306,96764,63149,34557,49730
lesotho,Maseru,Maseru Urban Council,2,2022,Feb 2022,141590,336882,57486,6734,200,100,194,84,180,83,228,197,26,2474,88,33,10,12087,53936,35583,9976,5450,2916,49730
lesotho,Maseru,Maseru Urban Council,3,2022,Mar 2022,252540,548546,51663,38532,200,100,162,79,153,67,538,486,26,2474,88,33,11,10868,137318,106061,51598,32080,19137,49730
lesotho,Maseru,Maseru Urban Council,4,2022,Apr 2022,169465,371084,54379,24156,200,100,152,81,139,73,514,443,26,2474,89,33,13,16585,121889,67451,28096,19704,15569,49730
lesotho,Maseru,Maseru Urban Council,5,2022,May 2022,436545,1025565,61564,81920,100,150,94,114,82,112,473,423,26,2474,88,36,14,11941,149196,112409,91231,66634,53270,49730
lesotho,Maseru,Maseru Urban Council,6,2022,Jun 2022,358983,844265,55623,35477,150,100,119,93,97,86,569,529,26,2474,90,35,12,10390,118850,87919,49376,27941,20977,49730
lesotho,Maseru,Maseru Urban Council,7,2022,Jul 2022,184963,398900,65388,19721,150,200,105,172,96,171,229,213,26,2474,87,34,10,12631,83186,67585,22014,15960,11893,49730
lesotho,Maseru,Maseru Urban Council,8,2022,Aug 2022,389880,966636,54183,24454,200,100,197,75,162,68,317,301,26,2474,90,33,10,16062,11111,9432,38533,19480,11224,49730
lesotho,Maseru,Maseru Urban Council,9,2022,Sep 2022,239789,583467,49266,37038,100,100,71,88,60,71,571,522,26,2474,89,36,13,11556,50626,34881,37839,29277,15833,49730
lesotho,Maseru,Maseru Urban Council,10,2022,Oct 2022,232149,527558,55974,29692,150,200,134,160,131,140,635,597,26,2474,89,35,10,10237,73992,47185,31071,23050,13696,49730
lesotho,Maseru,Maseru Urban Council,11,2022,Nov 2022,116075,247590,54405,31000,150,150,147,115,137,92,448,434,26,2474,90,34,10,13643,107492,71652,42678,23895,15323,49730
lesotho,Maseru,Maseru Urban Council,12,2022,Dec 2022,129492,300938,61495,22084,100,100,93,88,93,75,342,332,26,2474,91,33,14,14412,82693,54575,32019,17149,13560,49730
lesotho,Maseru,Maseru Rural Council,1,2022,Jan 2022,337960,764480,14104,53387,100,150,99,149,90,147,268,242,26,603,28,20,16,3628,115225,76350,62904,42531,23810,13871
lesotho,Maseru,Maseru Rural Council,2,2022,Feb 2022,259435,617305,13330,9263,100,100,78,98,69,84,228,197,26,603,28,23,16,4102,129566,105088,11160,7204,5759,13871
lesotho,Maseru,Maseru Rural Council,3,2022,Mar 2022,496989,1121816,13192,65020,200,200,183,175,170,154,538,486,26,603,25,20,12,4615,19930,11969,81211,50997,27969,13871
lesotho,Maseru,Maseru Rural Council,4,2022,Apr 2022,129749,305605,18033,80457,100,200,92,146,85,145,514,443,26,603,25,21,15,3548,52200,34008,87846,62670,43956,13871
lesotho,Maseru,Maseru Rural Council,5,2022,May 2022,209160,519573,17590,49430,100,200,80,147,70,134,473,423,26,603,26,22,16,3502,102875,56769,68795,38680,27956,13871
lesotho,Maseru,Maseru Rural Council,6,2022,Jun 2022,124512,253239,13525,21284,150,200,117,154,95,125,569,529,26,603,27,22,15,4849,141397,93297,23531,17041,9482,13871
lesotho,Maseru,Maseru Rural Council,7,2022,Jul 2022,444114,906445,13174,92492,150,200,117,169,98,168,229,213,26,603,26,22,16,2944,127476,66951,92014,73481,54249,13871
lesotho,Maseru,Maseru Rural Council,8,2022,Aug 2022,136210,327651,15211,20509,100,200,82,173,82,140,317,301,26,603,25,22,13,3253,142599,95559,24077,16592,11763,13871
lesotho,Maseru,Maseru Rural Council,9,2022,Sep 2022,389799,883464,15763,51696,150,200,109,175,98,150,571,522,26,603,25,21,12,2885,66620,39576,77387,40007,31229,13871
lesotho,Maseru,Maseru Rural Council,10,2022,Oct 2022,497697,1042623,18094,32538,200,200,185,180,176,153,635,597,26,603,28,22,12,4112,50886,30950,47218,25822,19566,13871
lesotho,Maseru,Maseru Rural Council,11,2022,Nov 2022,200331,440602,12421,69396,200,100,177,81,177,79,448,434,26,603,28,22,15,4677,92045,56676,76661,53753,42390,13871
lesotho,Maseru,Maseru Rural Council,12,2022,Dec 2022,177030,432226,16454,10716,200,200,156,140,144,139,342,332,26,603,26,21,16,4464,94801,57098,11422,8515,5951,13871
lesotho,Maseru,Rural Hinterland,1,2022,Jan 2022,404771,868091,24293,41539,100,200,87,163,75,162,268,242,26,792,54,25,8,6399,155667,103685,51912,32644,24510,21030
lesotho,Maseru,Rural Hinterland,2,2022,Feb 2022,210534,498329,27441,70311,200,150,151,111,146,101,228,197,26,792,55,26,11,5726,20996,12883,97134,54534,40538,21030
lesotho,Maseru,Rural Hinterland,3,2022,Mar 2022,457876,1047496,21752,21613,150,200,136,141,114,132,538,486,26,792,53,25,7,4518,77931,48691,30112,17692,10376,21030
lesotho,Maseru,Rural Hinterland,4,2022,Apr 2022,259781,567375,22472,32391,200,150,177,144,166,133,514,443,26,792,50,26,10,5895,102079,79255,36009,26045,14425,21030
lesotho,Maseru,Rural Hinterland,5,2022,May 2022,274633,600748,29877,77967,150,100,128,70,119,57,473,423,26,792,53,26,11,4736,11835,5963,94978,63792,35953,21030
lesotho,Maseru,Rural Hinterland,6,2022,Jun 2022,147644,337287,26275,20933,150,200,112,187,108,162,569,529,26,792,52,26,8,5991,140343,83617,28091,17441,10488,21030
lesotho,Maseru,Rural Hinterland,7,2022,Jul 2022,352120,740352,28319,33096,100,200,77,160,69,129,229,213,26,792,50,25,10,6588,149148,80449,44185,25476,19843,21030
lesotho,Maseru,Rural Hinterland,8,2022,Aug 2022,329791,720120,23716,21485,200,150,164,124,153,102,317,301,26,792,51,27,7,6168,154173,92541,28076,17260,8732,21030
lesotho,Maseru,Rural Hinterland,9,2022,Sep 2022,285320,671730,21316,24013,150,100,148,72,130,62,571,522,26,792,55,24,7,4909,96867,48612,29329,19236,10631,21030
lesotho,Maseru,Rural Hinterland,10,2022,Oct 2022,123224,299053,21267,50199,200,200,191,165,171,151,635,597,26,792,54,26,10,5098,54727,31927,52392,40660,24683,21030
lesotho,Maseru,Rural Hinterland,11,2022,Nov 2022,270442,675223,26880,29722,150,200,146,156,126,137,448,434,26,792,55,26,7,5170,154897,82692,40891,24015,16071,21030
lesotho,Maseru,Rural Hinterland,12,2022,Dec 2022,303031,676566,28937,64288,200,100,172,98,164,85,342,332,26,792,52,26,10,4478,43166,25918,81267,52051,28053,21030
lesotho,Maseru,Maseru Urban Council,1,2023,Jan 2023,170569,389502,74391,58802,100,100,73,78,68,62,635,617,34,2256,94,31,16,17507,61189,49811,76119,46656,24215,50876
lesotho,Maseru,Maseru Urban Council,2,2023,Feb 2023,293678,718206,71058,37519,200,200,161,194,136,168,506,500,34,2256,95,33,12,16817,120877,64514,42786,30100,22434,50876
lesotho,Maseru,Maseru Urban Council,3,2023,Mar 2023,237620,536948,59913,63193,200,150,155,107,136,90,428,402,34,2256,94,31,16,10827,50930,33791,90290,51360,27148,50876
lesotho,Maseru,Maseru Urban Council,4,2023,Apr 2023,411182,889268,78178,10663,150,150,137,121,113,109,556,547,34,2256,95,33,16,11499,95596,48670,16225,8543,5831,50876
lesotho,Maseru,Maseru Urban Council,5,2023,May 2023,473986,1169888,73948,22892,200,150,189,130,170,123,261,233,34,2256,96,31,12,10312,150292,125879,23582,18025,12942,50876
lesotho,Maseru,Maseru Urban Council,6,2023,Jun 2023,100385,225284,59942,85224,150,100,119,74,117,66,508,471,34,2256,96,33,15,15482,162343,93572,93091,69301,36838,50876
lesotho,Maseru,Maseru Urban Council,7,2023,Jul 2023,462424,1075084,75103,61070,200,150,169,139,153,113,457,400,34,2256,94,32,14,10646,69423,54654,75376,48524,32723,50876
lesotho,Maseru,Maseru Urban Council,8,2023,Aug 2023,431580,991546,76467,37997,200,100,176,81,160,70,420,405,34,2256,99,33,12,12243,68116,45811,61274,31385,23207,50876
lesotho,Maseru,Maseru Urban Council,9,2023,Sep 2023,472016,1119973,74510,49069,150,150,139,140,117,134,574,516,34,2256,96,34,14,16092,169251,103743,77132,39784,20338,50876
lesotho,Maseru,Maseru Urban Council,10,2023,Oct 2023,130627,321594,70451,47690,200,200,150,146,138,117,519,476,34,2256,94,33,13,14314,41103,29933,55367,38280,26373,50876
lesotho,Maseru,Maseru Urban Council,11,2023,Nov 2023,285328,606461,52965,48192,150,150,147,106,128,85,390,375,34,2256,94,34,14,14900,138808,89591,76754,39783,20624,50876
lesotho,Maseru,Maseru Urban Council,12,2023,Dec 2023,442011,1050016,77935,57095,100,200,88,162,73,140,324,313,34,2256,97,34,13,10792,153827,128802,71037,44919,23572,50876
lesotho,Maseru,Maseru Rural Council,1,2023,Jan 2023,174320,422155,16596,30760,100,200,79,195,63,158,635,617,34,694,70,17,6,5141,50673,40345,41944,24725,12700,14807
lesotho,Maseru,Maseru Rural Council,2,2023,Feb 2023,217546,480469,16216,17390,100,100,97,88,96,82,506,500,34,694,71,17,9,5015,83204,66558,19464,13589,6809,14807
lesotho,Maseru,Maseru Rural Council,3,2023,Mar 2023,160073,378049,12809,44674,200,100,146,85,137,74,428,402,34,694,69,16,8,3374,70607,54351,49033,35276,26176,14807
lesotho,Maseru,Maseru Rural Council,4,2023,Apr 2023,271077,613560,12784,64957,100,100,92,89,91,79,556,547,34,694,74,16,10,3352,134123,111829,66934,51868,39165,14807
lesotho,Maseru,Maseru Rural Council,5,2023,May 2023,290858,691449,15453,15014,200,150,143,145,116,142,261,233,34,694,74,16,10,4802,95962,62810,15591,12162,6982,14807
lesotho,Maseru,Maseru Rural Council,6,2023,Jun 2023,452808,1097809,11667,56397,150,100,125,73,103,60,508,471,34,694,70,16,6,4667,148227,117175,62204,45353,26576,14807
lesotho,Maseru,Maseru Rural Council,7,2023,Jul 2023,253708,603831,17203,64786,200,200,144,191,137,158,457,400,34,694,72,15,8,4895,146602,92467,87363,53306,34464,14807
lesotho,Maseru,Maseru Rural Council,8,2023,Aug 2023,356422,736393,15261,7121,200,200,196,155,179,148,420,405,34,694,72,17,9,4569,124634,103365,10983,5883,3493,14807
lesotho,Maseru,Maseru Rural Council,9,2023,Sep 2023,254652,583122,16074,27261,100,150,77,139,72,125,574,516,34,694,74,17,7,4425,50551,41346,38196,22070,15722,14807
lesotho,Maseru,Maseru Rural Council,10,2023,Oct 2023,407124,918919,16332,80746,200,150,176,132,150,129,519,476,34,694,70,15,6,5002,119365,88065,93391,65522,46915,14807
lesotho,Maseru,Maseru Rural Council,11,2023,Nov 2023,288538,599769,12847,71161,150,100,144,88,122,74,390,375,34,694,70,17,9,5095,72789,39455,85492,56159,43286,14807
lesotho,Maseru,Maseru Rural Council,12,2023,Dec 2023,123539,250028,17151,10786,200,100,194,79,158,77,324,313,34,694,73,17,6,4835,28833,15094,11718,8432,4398,14807
lesotho,Maseru,Rural Hinterland,1,2023,Jan 2023,324590,794910,28510,56626,200,100,169,89,164,84,635,617,34,468,68,21,7,6937,61033,50987,81182,45195,31794,22144
lesotho,Maseru,Rural Hinterland,2,2023,Feb 2023,260799,570377,22266,18235,100,200,88,191,81,173,506,500,34,468,69,19,6,7551,68230,34536,26992,15082,8625,22144
lesotho,Maseru,Rural Hinterland,3,2023,Mar 2023,134497,291361,22280,62481,150,100,143,70,137,68,428,402,34,468,69,20,8,5891,17430,10289,95800,48617,28087,22144
lesotho,Maseru,Rural Hinterland,4,2023,Apr 2023,166379,336930,23208,21145,100,100,98,88,94,84,556,547,34,468,70,21,8,5836,93017,54662,27649,16810,9233,22144
lesotho,Maseru,Rural Hinterland,5,2023,May 2023,497433,1148344,24987,52727,200,200,148,168,127,147,261,233,34,468,70,20,7,7580,82049,56119,81890,43662,25199,22144
lesotho,Maseru,Rural Hinterland,6,2023,Jun 2023,145704,310146,26048,40118,200,150,171,119,157,109,508,471,34,468,72,22,6,4692,168959,113179,55691,33421,25524,22144
lesotho,Maseru,Rural Hinterland,7,2023,Jul 2023,278330,655789,30011,25468,200,200,176,177,174,151,457,400,34,468,68,20,10,7668,77825,44871,29387,21056,11528,22144
lesotho,Maseru,Rural Hinterland,8,2023,Aug 2023,285395,653635,23501,56977,200,200,172,175,169,157,420,405,34,468,70,19,6,5254,72531,59970,70761,47217,35949,22144
lesotho,Maseru,Rural Hinterland,9,2023,Sep 2023,477500,1090849,27528,46442,150,200,117,166,103,159,574,516,34,468,69,19,7,7702,101628,56281,51388,38090,28047,22144
lesotho,Maseru,Rural Hinterland,10,2023,Oct 2023,103882,230203,24392,36752,100,150,74,148,63,121,519,476,34,468,72,21,9,5003,134972,77489,50453,29057,22183,22144
lesotho,Maseru,Rural Hinterland,11,2023,Nov 2023,336516,680285,22074,4119,150,100,141,78,131,76,390,375,34,468,73,22,7,5078,10149,7322,6517,3386,1858,22144
lesotho,Maseru,Rural Hinterland,12,2023,Dec 2023,352652,849703,20684,54324,200,150,170,120,170,104,324,313,34,468,68,19,10,7327,123957,81445,62814,44437,32252,22144
lesotho,Maseru,Maseru Urban Council,1,2024,Jan 2024,331879,784527,84488,25742,200,100,159,97,154,92,379,340,18,2232,50,27,4,14278,59399,39179,37399,21190,11815,52570
lesotho,Maseru,Maseru Urban Council,2,2024,Feb 2024,198300,414671,60184,32414,100,200,74,142,70,136,571,520,18,2232,50,27,8,17725,92799,74242,49826,26750,19830,52570
lesotho,Maseru,Maseru Urban Council,3,2024,Mar 2024,188288,417570,80245,46470,150,100,150,88,149,78,610,522,18,2232,48,30,7,16729,108944,68221,50341,36749,19375,52570
lesotho,Maseru,Maseru Urban Council,4,2024,Apr 2024,272423,647096,63559,81608,200,100,175,81,161,65,391,358,18,2232,50,28,5,15786,46087,23825,98524,65253,51181,52570
lesotho,Maseru,Maseru Urban Council,5,2024,May 2024,479600,1033682,84206,51181,150,150,146,134,138,132,483,453,18,2232,48,28,6,13307,142032,116235,68833,39980,21106,52570
lesotho,Maseru,Maseru Urban Council,6,2024,Jun 2024,277552,670381,74963,60825,100,200,86,145,69,135,304,302,18,2232,50,30,5,15848,107644,64125,97084,49089,25737,52570
lesotho,Maseru,Maseru Urban Council,7,2024,Jul 2024,220634,544263,84117,27693,150,150,119,134,117,112,187,186,18,2232,47,29,8,17741,138606,81038,33080,21591,13687,52570
lesotho,Maseru,Maseru Urban Council,8,2024,Aug 2024,116984,265010,67478,30332,150,200,130,142,128,129,589,501,18,2232,51,30,4,13513,32055,23068,31283,24544,14578,52570
lesotho,Maseru,Maseru Urban Council,9,2024,Sep 2024,478132,982487,59242,18600,150,200,134,192,109,185,455,393,18,2232,48,29,4,16773,117080,80450,28417,14421,7241,52570
lesotho,Maseru,Maseru Urban Council,10,2024,Oct 2024,380423,829041,86583,63234,100,100,82,79,72,73,321,281,18,2232,49,29,7,10906,160970,125587,96630,52549,41031,52570
lesotho,Maseru,Maseru Urban Council,11,2024,Nov 2024,371348,745826,59480,5785,200,150,168,109,168,108,284,279,18,2232,49,27,4,17458,26671,20816,6857,4739,2616,52570
lesotho,Maseru,Maseru Urban Council,12,2024,Dec 2024,127506,315423,58468,25242,100,100,84,75,74,67,490,452,18,2232,50,29,7,14492,83944,47800,39219,20720,12307,52570
lesotho,Maseru,Maseru Rural Council,1,2024,Jan 2024,351535,720337,13130,63666,100,150,73,129,69,119,379,340,18,704,92,16,11,3191,130592,65632,65017,51263,28297,14836
lesotho,Maseru,Maseru Rural Council,2,2024,Feb 2024,452085,1043663,14393,8833,150,100,125,100,100,98,571,520,18,704,91,19,8,5045,56656,37195,12067,7033,5505,14836
lesotho,Maseru,Maseru Rural Council,3,2024,Mar 2024,412451,862422,16563,6492,150,150,133,146,133,117,610,522,18,704,90,16,8,3130,134315,79061,9624,5193,3405,14836
lesotho,Maseru,Maseru Rural Council,4,2024,Apr 2024,339048,734780,18876,12213,100,100,90,99,87,89,391,358,18,704,90,18,11,3285,125175,92052,18120,10001,6489,14836
lesotho,Maseru,Maseru Rural Council,5,2024,May 2024,208867,475876,14914,12747,150,200,118,189,112,177,483,453,18,704,90,16,11,3178,168700,105405,15038,9960,5530,14836
lesotho,Maseru,Maseru Rural Council,6,2024,Jun 2024,379606,900047,15664,75253,150,200,142,163,128,159,304,302,18,704,91,18,10,3693,11905,7944,92853,62618,37899,14836
lesotho,Maseru,Maseru Rural Council,7,2024,Jul 2024,350571,818682,15449,20564,100,150,97,139,91,124,187,186,18,704,90,16,11,3163,29491,21322,29384,15978,10730,14836
lesotho,Maseru,Maseru Rural Council,8,2024,Aug 2024,365186,832375,16786,35415,200,100,154,81,135,68,589,501,18,704,93,19,8,3825,36930,28704,52745,29472,21011,14836
lesotho,Maseru,Maseru Rural Council,9,2024,Sep 2024,326278,734199,13576,72014,150,100,114,80,106,66,455,393,18,704,92,16,11,5064,151196,113888,86681,58212,44995,14836
lesotho,Maseru,Maseru Rural Council,10,2024,Oct 2024,255443,519081,13001,24985,150,200,129,165,113,151,321,281,18,704,94,16,10,3890,31715,22114,31901,20821,13005,14836
lesotho,Maseru,Maseru Rural Council,11,2024,Nov 2024,424167,938120,16347,78623,100,100,70,98,69,86,284,279,18,704,93,17,10,5052,60919,44359,81466,64268,49334,14836
lesotho,Maseru,Maseru Rural Council,12,2024,Dec 2024,303488,757979,16328,53521,100,150,88,132,77,121,490,452,18,704,94,19,8,4549,45472,33715,75157,42698,25499,14836
lesotho,Maseru,Rural Hinterland,1,2024,Jan 2024,127583,306476,23892,17044,150,150,147,119,121,97,379,340,18,551,55,28,15,4831,165578,134740,19334,13444,9883,22831
lesotho,Maseru,Rural Hinterland,2,2024,Feb 2024,157324,373013,26508,44499,150,150,120,109,106,100,571,520,18,551,55,28,14,4752,70484,44184,57507,35791,20849,22831
lesotho,Maseru,Rural Hinterland,3,2024,Mar 2024,333999,738686,23265,60891,100,100,76,86,75,78,610,522,18,551,54,29,16,7105,73941,45862,61219,47234,33130,22831
lesotho,Maseru,Rural Hinterland,4,2024,Apr 2024,251559,574584,30132,66770,200,100,160,82,152,68,391,358,18,551,53,27,14,5360,55877,35582,85907,53758,42880,22831
lesotho,Maseru,Rural Hinterland,5,2024,May 2024,397647,929356,24935,55234,100,150,98,112,97,104,483,453,18,551,56,28,13,4995,56021,44025,80999,43270,23770,22831
lesotho,Maseru,Rural Hinterland,6,2024,Jun 2024,268776,605643,28055,6623,150,100,108,76,95,62,304,302,18,551,55,29,15,4842,138461,86917,6778,5400,3007,22831
lesotho,Maseru,Rural Hinterland,7,2024,Jul 2024,452082,973540,25968,21769,100,150,97,130,87,107,187,186,18,551,57,28,14,4959,38207,26274,32491,17690,11241,22831
lesotho,Maseru,Rural Hinterland,8,2024,Aug 2024,326713,710864,30641,68085,100,150,72,110,65,98,589,501,18,551,52,30,16,7267,27353,14289,98014,56644,33245,22831
lesotho,Maseru,Rural Hinterland,9,2024,Sep 2024,120132,283500,24739,14292,100,200,76,165,74,145,455,393,18,551,57,30,17,6057,48581,39606,14404,11238,6484,22831
lesotho,Maseru,Rural Hinterland,10,2024,Oct 2024,257719,581187,28612,24857,200,200,152,194,131,171,321,281,18,551,54,29,13,7707,162196,103967,36519,19399,14721,22831
lesotho,Maseru,Rural Hinterland,11,2024,Nov 2024,223794,520339,25901,57258,100,100,93,89,79,81,284,279,18,551,57,27,17,5001,103578,76696,74386,44724,27263,22831
lesotho,Maseru,Rural Hinterland,12,2024,Dec 2024,337805,692945,31947,35191,100,200,84,165,81,133,490,452,18,551,56,28,14,7829,105151,69848,46055,27219,19234,22831
malawi,Lilongwe,Old Town,1,2020,Jan 2020,296586,670901,46650,36487,100,150,71,106,66,91,386,356,17,6130,60,29,9,33306,5215,3161,47565,28967,18202,147839
malawi,Lilongwe,Old Town,2,2020,Feb 2020,481731,1202068,51540,16384,100,150,78,130,66,108,370,333,17,6130,59,27,5,31090,62339,43504,21346,12894,8704,147839
malawi,Lilongwe,Old Town,3,2020,Mar 2020,291477,712264,52388,59018,200,100,168,90,155,80,541,468,17,6130,60,27,7,31767,20772,11768,76895,46671,31531,147839
malawi,Lilongwe,Old Town,4,2020,Apr 2020,174367,361284,42670,21964,200,150,191,119,160,115,464,448,17,6130,60,29,6,33877,18930,12758,33142,17104,10468,147839
malawi,Lilongwe,Old Town,5,2020,May 2020,242969,519120,61199,44732,200,150,200,128,163,105,365,358,17,6130,60,28,7,34409,56692,35460,64229,35884,22819,147839
