date_YYMMDD,source,production_m3,service_hours,country,
2024/12/01,Dwangwa river,21065.00,23.43,Malawi,
2024/12/02,Lilongwe river,23111.00,21.82,Malawi,
2024/12/03,Lilongwe river,18195.00,20.20,Malawi,
2024/12/04,Lilongwe river,20653.00,20.89,Malawi,
2024/12/05,Dwangwa river,27273.00,21.72,Malawi,
2024/12/06,Dwangwa river,24120.00,23.81,Malawi,
2024/12/07,Lilongwe river,23436.00,22.17,Malawi,
2024/12/08,Dwangwa river,19939.00,20.63,Malawi,
2024/12/09,Lilongwe river,22164.00,20.57,Malawi,
2024/12/10,Lilongwe river,22169.00,22.57,Malawi,
2024/12/11,Lilongwe river,20980.00,21.23,Malawi,
2024/12/12,Dwangwa river,22517.00,21.18,Malawi,
2024/12/13,Dwangwa river,24407.00,21.88,Malawi,
2024/12/14,Dwangwa river,21615.00,22.96,Malawi,
2024/12/15,Lilongwe river,23338.00,20.60,Malawi,
2024/12/16,Lilongwe river,22129.00,20.14,Malawi,
2024/12/17,Lilongwe river,22826.00,20.71,Malawi,
2024/12/18,Dwangwa river,19878.00,19.49,Malawi,
2024/12/19,Lilongwe river,19647.00,20.75,Malawi,
2024/12/20,Dwangwa river,24543.00,22.75,Malawi,
2024/12/21,Lilongwe river,20368.00,23.49,Malawi,
2024/12/22,Lilongwe river,25328.00,21.89,Malawi,
2024/12/23,Lilongwe river,21080.00,22.20,Malawi,
2024/12/24,Lilongwe river,25212.00,22.30,Malawi,
2024/12/25,Dwangwa river,22580.00,21.56,Malawi,
2024/12/26,Dwangwa river,22740.00,21.35,Malawi,
2024/12/27,Lilongwe river,22238.00,22.60,Malawi,
2024/12/28,Dwangwa river,23910.00,20.70,Malawi,
2024/12/29,Lilongwe river,24514.00,22.72,Malawi,
2024/12/30,Lilongwe river,21852.00,22.13,Malawi,
2024/12/31,Dwangwa river,23991.00,23.55,Malawi,
2020/01/01,victoria,22127.00,21.92,uganda,
2020/01/02,kyoga,20815.00,20.01,uganda,
2020/01/03,kyoga,25110.00,22.17,uganda,
2020/01/04,kyoga,20009.00,20.98,uganda,
2020/01/05,kyoga,22861.00,21.79,uganda,
2020/01/06,kyoga,20297.00,20.29,uganda,
2020/01/07,kyoga,24449.00,23.84,uganda,
2020/01/08,kyoga,19071.00,17.99,uganda,
2020/01/09,victoria,21325.00,21.75,uganda,
2020/01/10,kyoga,26758.00,22.58,uganda,
2020/01/11,victoria,21579.00,20.23,uganda,
2020/01/12,victoria,24615.00,20.43,uganda,
2020/01/13,victoria,20525.00,20.17,uganda,
2020/01/14,kyoga,20230.00,20.06,uganda,
2020/01/15,victoria,23513.00,22.61,uganda,
2020/01/16,kyoga,26447.00,20.61,uganda,
2020/01/17,kyoga,24039.00,20.26,uganda,
2020/01/18,kyoga,21026.00,20.96,uganda,
2020/01/19,kyoga,20787.00,21.67,uganda,
2020/01/20,kyoga,22761.00,20.17,uganda,
2020/01/21,victoria,19906.00,19.25,uganda,
2020/01/22,victoria,22164.00,22.80,uganda,
2020/01/23,victoria,23248.00,23.79,uganda,
2020/01/24,kyoga,23383.00,22.65,uganda,
2020/01/25,kyoga,22574.00,20.38,uganda,
2020/01/26,kyoga,24148.00,21.02,uganda,
2020/01/27,victoria,25911.00,22.58,uganda,
2020/01/28,kyoga,25349.00,20.93,uganda,
2020/01/29,kyoga,20155.00,20.21,uganda,
2020/01/30,victoria,23372.00,22.10,uganda,
2020/01/31,kyoga,19747.00,21.51,uganda,
2020/02/01,kyoga,21122.00,21.43,uganda,
2020/02/02,kyoga,21542.00,23.95,uganda,
2020/02/03,victoria,20396.00,23.33,uganda,
2020/02/04,victoria,22392.00,22.54,uganda,
2020/02/05,victoria,23379.00,10.77,uganda,
2020/02/06,kyoga,23539.00,23.87,uganda,
2020/02/07,kyoga,21948.00,20.22,uganda,
2020/02/08,kyoga,21098.00,21.02,uganda,
2020/02/09,kyoga,25824.00,11.83,uganda,
2020/02/10,victoria,27058.00,23.92,uganda,
2020/02/11,kyoga,24560.00,20.32,uganda,
2020/02/12,victoria,22054.00,21.82,uganda,
2020/02/13,kyoga,23799.00,23.91,uganda,
2020/02/14,kyoga,21835.00,21.77,uganda,
2020/02/15,kyoga,22273.00,20.98,uganda,
2020/02/16,kyoga,26113.00,21.67,uganda,
2020/02/17,kyoga,21792.00,23.36,uganda,
2020/02/18,victoria,20265.00,20.12,uganda,
2020/02/19,victoria,20237.00,23.25,uganda,
2020/02/20,victoria,27724.00,21.16,uganda,
2020/02/21,victoria,23899.00,20.57,uganda,
2020/02/22,kyoga,19263.00,19.11,uganda,
2020/02/23,kyoga,22014.00,22.85,uganda,
2020/02/24,victoria,25210.00,21.26,uganda,
2020/02/25,kyoga,22141.00,20.27,uganda,
2020/02/26,kyoga,26464.00,20.22,uganda,
2020/02/27,victoria,23593.00,20.79,uganda,
2020/02/28,kyoga,22521.00,21.81,uganda,
2020/02/29,kyoga,24276.00,20.94,uganda,
2020/03/01,victoria,23545.00,23.79,uganda,
2020/03/02,kyoga,36856.00,22.30,uganda,
2020/03/03,victoria,24589.00,20.08,uganda,
2020/03/04,victoria,20080.00,21.18,uganda,
2020/03/05,kyoga,22903.00,21.90,uganda,
2020/03/06,victoria,21670.00,21.33,uganda,
2020/03/07,kyoga,20523.00,23.54,uganda,
2020/03/08,victoria,23181.00,21.99,uganda,
2020/03/09,victoria,23863.00,22.31,uganda,
2020/03/10,kyoga,24545.00,21.66,uganda,
2020/03/11,victoria,23904.00,23.89,uganda,
2020/03/12,kyoga,24711.00,22.63,uganda,
2020/03/13,kyoga,25711.00,22.96,uganda,
2020/03/14,kyoga,24483.00,22.75,uganda,
2020/03/15,victoria,22095.00,23.95,uganda,
2020/03/16,victoria,24502.00,22.61,uganda,
2020/03/17,kyoga,24574.00,22.90,uganda,
2020/03/18,kyoga,22224.00,23.58,uganda,
2020/03/19,kyoga,25494.00,23.97,uganda,
2020/03/20,kyoga,20597.00,20.45,uganda,
2020/03/21,victoria,23660.00,21.64,uganda,
2020/03/22,kyoga,23286.00,20.51,uganda,
2020/03/23,kyoga,20526.00,21.70,uganda,
2020/03/24,kyoga,18974.00,21.80,uganda,
2020/03/25,kyoga,25935.00,20.99,uganda,
2020/03/26,kyoga,23188.00,23.98,uganda,
2020/03/27,victoria,18570.00,21.97,uganda,
2020/03/28,victoria,19826.00,18.42,uganda,
2020/03/29,kyoga,23110.00,20.11,uganda,
2020/03/30,victoria,22257.00,23.51,uganda,
2020/03/31,victoria,20297.00,22.65,uganda,
2020/04/01,kyoga,21951.00,23.73,uganda,
2020/04/02,kyoga,21053.00,11.65,uganda,
2020/04/03,kyoga,22399.00,23.60,uganda,
2020/04/04,victoria,26657.00,20.18,uganda,
2020/04/05,kyoga,23786.00,20.44,uganda,
2020/04/06,victoria,20129.00,23.25,uganda,
2020/04/07,kyoga,18126.00,21.98,uganda,
2020/04/08,victoria,21612.00,20.47,uganda,
2020/04/09,victoria,23142.00,21.68,uganda,
2020/04/10,victoria,25956.00,21.95,uganda,
2020/04/11,kyoga,25533.00,21.88,uganda,
2020/04/12,victoria,22446.00,20.53,uganda,
2020/04/13,kyoga,24518.00,21.77,uganda,
2020/04/14,victoria,27515.00,23.24,uganda,
2020/04/15,victoria,24695.00,21.50,uganda,
2020/04/16,victoria,21664.00,23.72,uganda,
2020/04/17,kyoga,21503.00,23.62,uganda,
2020/04/18,kyoga,22884.00,20.53,uganda,
2020/04/19,kyoga,21336.00,20.65,uganda,
2020/04/20,victoria,22639.00,23.29,uganda,
2020/04/21,victoria,23892.00,23.92,uganda,
2020/04/22,victoria,24160.00,22.49,uganda,
2020/04/23,victoria,19132.00,19.88,uganda,
2020/04/24,kyoga,19486.00,20.72,uganda,
2020/04/25,kyoga,22533.00,22.89,uganda,
2020/04/26,victoria,23763.00,22.94,uganda,
2020/04/27,victoria,23153.00,24.00,uganda,
2020/04/28,kyoga,23008.00,21.30,uganda,
2020/04/29,victoria,21693.00,22.52,uganda,
2020/04/30,victoria,23392.00,21.07,uganda,
2020/05/01,victoria,21427.00,22.19,uganda,
2020/05/02,victoria,24413.00,21.09,uganda,
2020/05/03,victoria,22011.00,21.42,uganda,
2020/05/04,kyoga,21446.00,23.62,uganda,
2020/05/05,kyoga,22037.00,24.00,uganda,
2020/05/06,victoria,24714.00,22.81,uganda,
2020/05/07,victoria,21337.00,20.51,uganda,
2020/05/08,victoria,21999.00,20.69,uganda,
2020/05/09,kyoga,19715.00,19.91,uganda,
2020/05/10,victoria,17317.00,19.18,uganda,
2020/05/11,victoria,23085.00,22.40,uganda,
2020/05/12,victoria,23485.00,21.86,uganda,
2020/05/13,victoria,21109.00,20.77,uganda,
2020/05/14,victoria,21339.00,20.80,uganda,
2020/05/15,kyoga,21347.00,22.92,uganda,
2020/05/16,kyoga,22495.00,23.77,uganda,
2020/05/17,victoria,19482.00,20.29,uganda,
2020/05/18,victoria,22130.00,22.67,uganda,
2020/05/19,kyoga,21606.00,22.59,uganda,
2020/05/20,kyoga,24261.00,20.14,uganda,
2020/05/21,kyoga,21618.00,23.56,uganda,
2020/05/22,victoria,17108.00,18.10,uganda,
2020/05/23,victoria,19309.00,22.90,uganda,
2020/05/24,kyoga,20052.00,20.20,uganda,
2020/05/25,kyoga,24001.00,22.95,uganda,
2020/05/26,kyoga,27088.00,22.19,uganda,
2020/05/27,victoria,22482.00,20.46,uganda,
2020/05/28,victoria,25033.00,20.86,uganda,
2020/05/29,kyoga,21652.00,23.47,uganda,
2020/05/30,victoria,22231.00,23.50,uganda,
2020/05/31,victoria,24523.00,23.31,uganda,
2020/06/01,victoria,21763.00,21.45,uganda,
2020/06/02,kyoga,23812.00,22.22,uganda,
2020/06/03,victoria,20103.00,20.92,uganda,
2020/06/04,kyoga,19960.00,20.54,uganda,
2020/06/05,victoria,25202.00,20.65,uganda,
2020/06/06,kyoga,19108.00,21.50,uganda,
2020/06/07,victoria,20486.00,21.63,uganda,
2020/06/08,victoria,20675.00,22.20,uganda,
2020/06/09,kyoga,21629.00,21.82,uganda,
2020/06/10,kyoga,22575.00,23.84,uganda,
2020/06/11,kyoga,24179.00,20.80,uganda,
2020/06/12,victoria,22171.00,20.04,uganda,
2020/06/13,kyoga,22718.00,21.68,uganda,
2020/06/14,kyoga,23802.00,23.88,uganda,
2020/06/15,kyoga,22193.00,23.25,uganda,
2020/06/16,victoria,19483.00,21.31,uganda,
2020/06/17,kyoga,22809.00,20.27,uganda,
2020/06/18,kyoga,24404.00,21.96,uganda,
2020/06/19,kyoga,23142.00,23.27,uganda,
2020/06/20,kyoga,21630.00,21.20,uganda,
2020/06/21,kyoga,20050.00,20.86,uganda,
2020/06/22,kyoga,23961.00,22.14,uganda,
2020/06/23,victoria,23397.00,23.85,uganda,
2020/06/24,victoria,24560.00,22.00,uganda,
2020/06/25,kyoga,17933.00,20.65,uganda,
2020/06/26,victoria,20969.00,22.86,uganda,
2020/06/27,victoria,18103.00,21.15,uganda,
2020/06/28,kyoga,20515.00,22.86,uganda,
2020/06/29,victoria,25518.00,20.65,uganda,
2020/06/30,victoria,17302.00,21.41,uganda,
2020/07/01,kyoga,20434.00,22.34,uganda,
2020/07/02,victoria,20946.00,21.87,uganda,
2020/07/03,kyoga,23323.00,21.54,uganda,
2020/07/04,kyoga,20449.00,21.21,uganda,
2020/07/05,victoria,22548.00,20.37,uganda,
2020/07/06,kyoga,25365.00,23.60,uganda,
2020/07/07,kyoga,22171.00,23.69,uganda,
2020/07/08,kyoga,23417.00,23.70,uganda,
2020/07/09,kyoga,19630.00,19.29,uganda,
2020/07/10,kyoga,20520.00,21.91,uganda,
2020/07/11,victoria,38194.00,23.13,uganda,
2020/07/12,kyoga,22814.00,22.59,uganda,
2020/07/13,victoria,24219.00,21.65,uganda,
2020/07/14,kyoga,22013.00,23.53,uganda,
2020/07/15,victoria,20790.00,20.96,uganda,
2020/07/16,kyoga,23564.00,23.49,uganda,
2020/07/17,kyoga,17326.00,18.75,uganda,
2020/07/18,kyoga,23108.00,22.60,uganda,
2020/07/19,victoria,17209.00,16.78,uganda,
2020/07/20,kyoga,23765.00,20.42,uganda,
2020/07/21,victoria,25840.00,20.85,uganda,
2020/07/22,victoria,20446.00,22.76,uganda,
2020/07/23,victoria,21996.00,21.84,uganda,
2020/07/24,kyoga,21311.00,21.66,uganda,
2020/07/25,victoria,15695.00,20.66,uganda,
2020/07/26,victoria,23408.00,21.22,uganda,
2020/07/27,kyoga,22706.00,21.42,uganda,
2020/07/28,kyoga,17593.00,19.32,uganda,
2020/07/29,kyoga,20909.00,21.83,uganda,
2020/07/30,victoria,25096.00,22.32,uganda,
2020/07/31,victoria,23661.00,20.89,uganda,
2020/08/01,victoria,23547.00,23.95,uganda,
2020/08/02,victoria,21718.00,22.62,uganda,
2020/08/03,victoria,24882.00,13.52,uganda,
2020/08/04,victoria,21824.00,20.26,uganda,
2020/08/05,victoria,23838.00,21.01,uganda,
2020/08/06,kyoga,22448.00,21.04,uganda,
2020/08/07,kyoga,24299.00,22.16,uganda,
2020/08/08,victoria,24217.00,23.40,uganda,
2020/08/09,victoria,23677.00,22.23,uganda,
2020/08/10,kyoga,23204.00,20.86,uganda,
2020/08/11,kyoga,22522.00,21.63,uganda,
2020/08/12,kyoga,21860.00,20.28,uganda,
2020/08/13,victoria,18857.00,17.87,uganda,
2020/08/14,victoria,21803.00,20.23,uganda,
2020/08/15,kyoga,22426.00,20.64,uganda,
2020/08/16,kyoga,22257.00,20.72,uganda,
2020/08/17,kyoga,22028.00,20.97,uganda,
2020/08/18,kyoga,23855.00,20.81,uganda,
2020/08/19,kyoga,21031.00,21.12,uganda,
2020/08/20,victoria,22827.00,22.18,uganda,
2020/08/21,kyoga,25204.00,20.12,uganda,
2020/08/22,victoria,21096.00,23.45,uganda,
2020/08/23,kyoga,23601.00,23.57,uganda,
2020/08/24,kyoga,19877.00,20.21,uganda,
2020/08/25,victoria,24373.00,23.18,uganda,
2020/08/26,victoria,25448.00,20.27,uganda,
2020/08/27,victoria,25508.00,21.58,uganda,
2020/08/28,victoria,27482.00,23.24,uganda,
2020/08/29,kyoga,26511.00,20.15,uganda,
2020/08/30,kyoga,21504.00,20.77,uganda,
2020/08/31,victoria,21213.00,20.17,uganda,
2020/09/01,victoria,21671.00,21.84,uganda,
2020/09/02,kyoga,25065.00,13.92,uganda,
2020/09/03,kyoga,22508.00,20.06,uganda,
2020/09/04,kyoga,21961.00,20.95,uganda,
2020/09/05,kyoga,23553.00,20.72,uganda,
2020/09/06,kyoga,23928.00,23.67,uganda,
2020/09/07,kyoga,20729.00,23.56,uganda,
2020/09/08,victoria,22186.00,23.11,uganda,
2020/09/09,victoria,26484.00,21.29,uganda,
2020/09/10,victoria,21792.00,23.06,uganda,
2020/09/11,victoria,23594.00,22.25,uganda,
2020/09/12,kyoga,22736.00,23.79,uganda,
2020/09/13,kyoga,21695.00,22.90,uganda,
2020/09/14,victoria,25565.00,21.93,uganda,
2020/09/15,victoria,23400.00,23.17,uganda,
2020/09/16,kyoga,26208.00,22.15,uganda,
2020/09/17,kyoga,22302.00,22.15,uganda,
2020/09/18,kyoga,22514.00,22.06,uganda,
2020/09/19,kyoga,23946.00,23.15,uganda,
2020/09/20,kyoga,19436.00,21.56,uganda,
2020/09/21,kyoga,23392.00,21.51,uganda,
2020/09/22,victoria,21867.00,22.82,uganda,
2020/09/23,kyoga,24119.00,23.63,uganda,
2020/09/24,kyoga,23634.00,21.65,uganda,
2020/09/25,kyoga,22386.00,23.27,uganda,
2020/09/26,victoria,20729.00,22.33,uganda,
2020/09/27,victoria,15335.00,19.45,uganda,
2020/09/28,kyoga,24051.00,23.04,uganda,
2020/09/29,victoria,22194.00,20.25,uganda,
2020/09/30,kyoga,22891.00,22.14,uganda,
2020/10/01,victoria,22502.00,23.97,uganda,
2020/10/02,victoria,23424.00,21.90,uganda,
2020/10/03,victoria,35296.00,22.97,uganda,
2020/10/04,kyoga,24899.00,21.36,uganda,
2020/10/05,kyoga,22343.00,20.53,uganda,
2020/10/06,kyoga,21545.00,21.59,uganda,
2020/10/07,kyoga,25479.00,16.92,uganda,
2020/10/08,kyoga,27725.00,21.50,uganda,
2020/10/09,kyoga,21864.00,22.66,uganda,
2020/10/10,victoria,22350.00,22.60,uganda,
2020/10/11,kyoga,24581.00,22.10,uganda,
2020/10/12,victoria,18046.00,22.14,uganda,
2020/10/13,kyoga,23548.00,23.66,uganda,
2020/10/14,victoria,23337.00,22.01,uganda,
2020/10/15,victoria,22961.00,23.57,uganda,
2020/10/16,victoria,22508.00,20.05,uganda,
2020/10/17,victoria,22513.00,23.38,uganda,
2020/10/18,victoria,20652.00,17.92,uganda,
2020/10/19,victoria,23766.00,20.45,uganda,
2020/10/20,kyoga,21919.00,21.45,uganda,
2020/10/21,victoria,22224.00,23.13,uganda,
2020/10/22,victoria,19462.00,19.35,uganda,
2020/10/23,kyoga,20371.00,22.83,uganda,
2020/10/24,kyoga,21982.00,23.98,uganda,
2020/10/25,victoria,23300.00,21.68,uganda,
2020/10/26,kyoga,19582.00,18.60,uganda,
2020/10/27,victoria,20228.00,23.60,uganda,
2020/10/28,kyoga,39317.00,22.22,uganda,
2020/10/29,kyoga,20494.00,19.63,uganda,
2020/10/30,victoria,20893.00,19.06,uganda,
2020/10/31,victoria,21353.00,19.22,uganda,
2020/11/01,victoria,21758.00,21.75,uganda,
2020/11/02,kyoga,22406.00,23.27,uganda,
2020/11/03,kyoga,27298.00,20.79,uganda,
2020/11/04,kyoga,16123.00,10.43,uganda,
2020/11/05,kyoga,25328.00,20.21,uganda,
2020/11/06,victoria,22504.00,22.56,uganda,
2020/11/07,victoria,20300.00,21.95,uganda,
2020/11/08,kyoga,19794.00,22.41,uganda,
2020/11/09,victoria,24432.00,23.57,uganda,
2020/11/10,victoria,27033.00,14.83,uganda,
2020/11/11,victoria,19052.00,19.94,uganda,
2020/11/12,kyoga,22750.00,21.80,uganda,
2020/11/13,victoria,17850.00,21.61,uganda,
2020/11/14,kyoga,26340.00,21.12,uganda,
2020/11/15,victoria,18931.00,19.57,uganda,
2020/11/16,kyoga,22883.00,21.57,uganda,
2020/11/17,kyoga,20027.00,21.14,uganda,
2020/11/18,kyoga,20625.00,22.44,uganda,
2020/11/19,kyoga,20901.00,21.63,uganda,
2020/11/20,kyoga,23688.00,22.91,uganda,
2020/11/21,kyoga,19512.00,19.22,uganda,
2020/11/22,victoria,25433.00,21.29,uganda,
2020/11/23,victoria,24010.00,21.31,uganda,
2020/11/24,victoria,22903.00,21.40,uganda,
2020/11/25,victoria,21990.00,22.22,uganda,
2020/11/26,kyoga,24546.00,22.82,uganda,
2020/11/27,victoria,24118.00,22.17,uganda,
2020/11/28,victoria,21388.00,21.91,uganda,
2020/11/29,kyoga,21342.00,23.46,uganda,
2020/11/30,kyoga,26868.00,20.25,uganda,
2020/12/01,victoria,24982.00,22.50,uganda,
2020/12/02,victoria,19253.00,20.46,uganda,
2020/12/03,victoria,21837.00,23.83,uganda,
2020/12/04,victoria,23179.00,20.26,uganda,
2020/12/05,victoria,21856.00,22.34,uganda,
2020/12/06,kyoga,27768.00,22.03,uganda,
2020/12/07,victoria,23827.00,23.96,uganda,
2020/12/08,victoria,30709.00,23.88,uganda,
2020/12/09,victoria,25902.00,23.78,uganda,
2020/12/10,victoria,21115.00,23.20,uganda,
2020/12/11,kyoga,24084.00,20.05,uganda,
2020/12/12,victoria,23046.00,20.75,uganda,
2020/12/13,kyoga,22398.00,23.12,uganda,
2020/12/14,kyoga,22870.00,20.09,uganda,
2020/12/15,victoria,24236.00,21.84,uganda,
2020/12/16,victoria,21881.00,22.46,uganda,
2020/12/17,victoria,23745.00,20.77,uganda,
2020/12/18,kyoga,21343.00,20.27,uganda,
2020/12/19,kyoga,19972.00,21.08,uganda,
2020/12/20,victoria,21172.00,23.80,uganda,
2020/12/21,victoria,23940.00,21.03,uganda,
2020/12/22,victoria,23971.00,23.54,uganda,
2020/12/23,kyoga,19843.00,20.81,uganda,
2020/12/24,kyoga,22521.00,20.40,uganda,
2020/12/25,victoria,20767.00,21.31,uganda,
2020/12/26,victoria,24972.00,22.45,uganda,
2020/12/27,victoria,24582.00,23.30,uganda,
2020/12/28,victoria,23117.00,21.10,uganda,
2020/12/29,kyoga,20444.00,21.75,uganda,
2020/12/30,victoria,21649.00,21.57,uganda,
2020/12/31,kyoga,19757.00,19.94,uganda,
2021/01/01,kyoga,21957.00,23.83,uganda,
2021/01/02,victoria,23185.00,22.64,uganda,
2021/01/03,kyoga,23905.00,11.59,uganda,
2021/01/04,victoria,24023.00,22.43,uganda,
2021/01/05,kyoga,21911.00,21.82,uganda,
2021/01/06,kyoga,25884.00,23.33,uganda,
2021/01/07,victoria,23275.00,21.99,uganda,
2021/01/08,victoria,22666.00,23.15,uganda,
2021/01/09,victoria,22370.00,20.25,uganda,
2021/01/10,kyoga,22023.00,20.84,uganda,
2021/01/11,victoria,23070.00,22.10,uganda,
2021/01/12,victoria,24290.00,20.18,uganda,
2021/01/13,victoria,26383.00,21.50,uganda,
2021/01/14,victoria,24559.00,22.88,uganda,
2021/01/15,kyoga,22660.00,23.39,uganda,
2021/01/16,kyoga,22365.00,13.30,uganda,
2021/01/17,kyoga,21122.00,20.39,uganda,
2021/01/18,kyoga,23347.00,22.86,uganda,
2021/01/19,victoria,28158.00,21.78,uganda,
2021/01/20,kyoga,18650.00,17.89,uganda,
2021/01/21,victoria,25674.00,21.34,uganda,
2021/01/22,kyoga,21748.00,23.78,uganda,
2021/01/23,victoria,20919.00,20.44,uganda,
2021/01/24,kyoga,21880.00,23.91,uganda,
2021/01/25,kyoga,20911.00,21.70,uganda,
2021/01/26,kyoga,19302.00,21.21,uganda,
2021/01/27,victoria,23213.00,20.82,uganda,
2021/01/28,victoria,23840.00,21.65,uganda,
2021/01/29,victoria,19656.00,20.60,uganda,
2021/01/30,victoria,22913.00,16.80,uganda,
2021/01/31,kyoga,23251.00,23.17,uganda,
2021/02/01,victoria,23624.00,20.19,uganda,
2021/02/02,victoria,21592.00,23.29,uganda,
2021/02/03,kyoga,22370.00,23.35,uganda,
2021/02/04,victoria,19913.00,20.76,uganda,
2021/02/05,victoria,20605.00,23.84,uganda,
2021/02/06,victoria,19376.00,21.27,uganda,
2021/02/07,kyoga,22606.00,18.19,uganda,
2021/02/08,kyoga,24833.00,24.00,uganda,
2021/02/09,victoria,19667.00,17.79,uganda,
2021/02/10,kyoga,24480.00,18.57,uganda,
2021/02/11,victoria,20526.00,20.41,uganda,
2021/02/12,kyoga,19897.00,21.17,uganda,
2021/02/13,kyoga,18630.00,17.44,uganda,
2021/02/14,victoria,22841.00,21.33,uganda,
2021/02/15,victoria,23471.00,23.22,uganda,
2021/02/16,victoria,20607.00,20.75,uganda,
2021/02/17,victoria,20984.00,20.79,uganda,
2021/02/18,victoria,23484.00,20.78,uganda,
2021/02/19,victoria,23928.00,21.50,uganda,
2021/02/20,kyoga,23572.00,20.23,uganda,
2021/02/21,kyoga,20534.00,23.91,uganda,
2021/02/22,kyoga,22209.00,18.12,uganda,
2021/02/23,victoria,23408.00,23.00,uganda,
2021/02/24,victoria,20464.00,23.71,uganda,
2021/02/25,kyoga,30717.00,20.91,uganda,
2021/02/26,victoria,18780.00,19.39,uganda,
2021/02/27,kyoga,20896.00,23.34,uganda,
2021/02/28,kyoga,22929.00,21.40,uganda,
2021/03/01,kyoga,22489.00,20.11,uganda,
2021/03/02,victoria,19443.00,21.95,uganda,
2021/03/03,kyoga,22416.00,22.05,uganda,
2021/03/04,victoria,31477.00,20.71,uganda,
2021/03/05,victoria,22023.00,20.79,uganda,
2021/03/06,victoria,27289.00,20.96,uganda,
2021/03/07,kyoga,22393.00,15.24,uganda,
2021/03/08,kyoga,24179.00,21.24,uganda,
2021/03/09,victoria,23096.00,20.21,uganda,
2021/03/10,victoria,24784.00,22.46,uganda,
2021/03/11,kyoga,23890.00,23.04,uganda,
2021/03/12,victoria,22238.00,21.24,uganda,
2021/03/13,kyoga,20887.00,21.21,uganda,
2021/03/14,victoria,22175.00,20.39,uganda,
2021/03/15,victoria,38870.00,20.96,uganda,
2021/03/16,victoria,20347.00,20.20,uganda,
2021/03/17,kyoga,21841.00,21.13,uganda,
2021/03/18,victoria,21172.00,22.70,uganda,
2021/03/19,victoria,19100.00,19.21,uganda,
2021/03/20,kyoga,25791.00,21.47,uganda,
2021/03/21,kyoga,23027.00,22.64,uganda,
2021/03/22,victoria,21370.00,20.66,uganda,
2021/03/23,kyoga,17908.00,18.72,uganda,
2021/03/24,victoria,24037.00,22.30,uganda,
2021/03/25,victoria,24734.00,23.30,uganda,
2021/03/26,victoria,20195.00,21.28,uganda,
2021/03/27,victoria,20275.00,22.66,uganda,
2021/03/28,victoria,19968.00,18.86,uganda,
2021/03/29,kyoga,19976.00,19.07,uganda,
2021/03/30,victoria,24395.00,23.87,uganda,
2021/03/31,kyoga,20671.00,21.12,uganda,
2021/04/01,kyoga,23876.00,21.47,uganda,
2021/04/02,victoria,22294.00,23.50,uganda,
2021/04/03,victoria,22583.00,22.20,uganda,
2021/04/04,victoria,20851.00,22.28,uganda,
2021/04/05,victoria,20212.00,23.57,uganda,
2021/04/06,victoria,22107.00,23.89,uganda,
2021/04/07,kyoga,18091.00,19.79,uganda,
2021/04/08,victoria,23439.00,20.07,uganda,
2021/04/09,victoria,24491.00,23.23,uganda,
2021/04/10,victoria,22263.00,20.57,uganda,
2021/04/11,victoria,24260.00,22.90,uganda,
2021/04/12,kyoga,25051.00,22.28,uganda,
2021/04/13,victoria,25554.00,21.76,uganda,
2021/04/14,victoria,17759.00,18.43,uganda,
2021/04/15,victoria,26476.00,23.89,uganda,
2021/04/16,victoria,22821.00,20.67,uganda,
2021/04/17,kyoga,22232.00,20.94,uganda,
2021/04/18,kyoga,23595.00,20.39,uganda,
2021/04/19,victoria,28426.00,20.86,uganda,
2021/04/20,victoria,23831.00,22.31,uganda,
2021/04/21,kyoga,22073.00,20.07,uganda,
2021/04/22,kyoga,23787.00,21.41,uganda,
2021/04/23,victoria,22540.00,20.41,uganda,
2021/04/24,kyoga,22881.00,22.42,uganda,
2021/04/25,victoria,22607.00,22.54,uganda,
2021/04/26,victoria,26674.00,21.36,uganda,
2021/04/27,victoria,18683.00,19.38,uganda,
2021/04/28,kyoga,22483.00,23.05,uganda,
2021/04/29,kyoga,20747.00,20.00,uganda,
2021/04/30,kyoga,21128.00,22.18,uganda,
2021/05/01,kyoga,20246.00,21.69,uganda,
2021/05/02,kyoga,20380.00,20.55,uganda,
2021/05/03,kyoga,25350.00,23.23,uganda,
2021/05/04,victoria,21183.00,22.31,uganda,
2021/05/05,kyoga,21519.00,21.23,uganda,
2021/05/06,victoria,24433.00,22.99,uganda,
2021/05/07,kyoga,23885.00,23.96,uganda,
2021/05/08,victoria,20574.00,22.27,uganda,
2021/05/09,kyoga,25147.00,21.97,uganda,
2021/05/10,victoria,23890.00,23.85,uganda,
2021/05/11,victoria,22342.00,22.21,uganda,
2021/05/12,victoria,25290.00,23.97,uganda,
2021/05/13,victoria,20695.00,22.05,uganda,
2021/05/14,kyoga,22851.00,22.04,uganda,
2021/05/15,victoria,22101.00,22.69,uganda,
2021/05/16,kyoga,23856.00,23.71,uganda,
2021/05/17,victoria,23529.00,21.11,uganda,
2021/05/18,victoria,21686.00,23.52,uganda,
2021/05/19,victoria,21082.00,21.59,uganda,
2021/05/20,victoria,21580.00,21.94,uganda,
2021/05/21,kyoga,23167.00,20.83,uganda,
2021/05/22,kyoga,21328.00,22.19,uganda,
2021/05/23,victoria,16839.00,21.70,uganda,
2021/05/24,victoria,23783.00,20.93,uganda,
2021/05/25,victoria,22366.00,22.75,uganda,
